word,weight
ketapak,3
ketar,-3
ketat,-3
ketauan,-4
ketawa,4
keteguhan batin,3
keteguhan hati,3
ketelanjuran,-5
keteledoran,-4
ketemu,1
ketenangan,-4
ketenteraman,4
keterbukaan,5
keterikatan,4
keterkaitan,-3
keterlaluan,-5
keterlibatan,-3
ketertarikan,4
ketertiban,3
ketetapan hati,3
ketewasan,-3
ketiadaan,1
ketibaan,3
ketidaktentuan,-5
ketiduran,-3
ketimpangan,-4
ketinggalan,-3
ketinggian,-2
ketuat,-4
ketul,-3
ketulahan,-4
ketularan,-4
ketumbukan,-4
ketupat bangkahulu,-5
ketupat bengkulu,-5
ketus,-4
keuntungan,4
keurus,4
keurusan,4
kewalahan,-3
kgk,-3
khabis,-3
khafi,-5
khair,-4
khalas,3
khalifatullah,-4
khalis,4
khalwat,-3
kharab,-5
khas,4
khasi,-4
khasiat,4
khatimah,-3
khawatir,-4
khayal,2
khayalan,4
khianat,-4
khilaf,-4
khinzir,-4
khisit,-5
khuluk,3
khusyuk,3
kial,-4
kiamat,-3
kias,4
kiat,3
kicau,3
kicauan,-4
kicik,-3
kicu,3
kidib,-3
kikir,4
kikis,-5
kilah,-4
kilang,-3
kilat,1
kimah,5
kincang,3
kincit,-5
kincung,3
kini,3
kiprah,3
kipu,4
kirai,-3
kiranya,-1
kiri,-3
kirim,2
kisas,3
kisi,-3
kisi-kisi,-4
kisikan,-3
kismat,2
kisruh,-3
kitab,-1
kits,5
klasik,3
klien,4
kliyengan,-3
kobar,-2
kobaran,-3
kocak,-2
kocar-kacir,-5
kocok,-3
kode,-3
kodok,-2
kodrat,4
kohesi,4
kohor,-3
koit,-5
kojor,-3
kolam,-3
kolaps,-5
koleksi,1
kolera,-4
kolot,-5
komat-kamit,-3
komedi,3
komisi,3
kompas,-3
kompetensi,3
kompleksitas,-4
komplemen,5
komplet,3
komplikasi,-3
kompor,-4
komunikasi,-2
komunitas,-1
konco,1
kondang,5
koneksi,-2
konferensi,2
konfirmasi,3
konfirmasikan,3
konfirmasinya,3
konformitas,4
kongkalikong,-4
kongkong,-3
konglomerasi,-4
konklusi,3
konkret,3
konkretisasi,-3
konkurensi,-4
konotasi,-3
konsekuensi,-3
konsensus,3
konseptual,3
konsistensi,-3
konsolidasi,3
konstelasi,2
konstruktif,3
konsultasi,3
kontak,-2
kontaminasi,-4
kontan,3
kontemporer,3
kontol,-5
kontradiksi,-3
kontras,-3
kontributor,3
kontroversi,-4
konveks,-3
konyol,-3
kooperasi,1
koordinasi,1
koordinasikan,1
koordinator,2
koplo,-3
kopong,-4
kopyor,-4
korban,-4
korek api,-4
korup,-5
korupsi,-4
kosen,4
kosong,-4
kot,-1
kota,-1
kotak,-3
koteng,-3
kotor,-5
kotoran,-5
koyak,-3
koyak-koyak,-5
kreasi,3
kreatif,4
kreativitas,4
kredibel,3
krg,-2
krim,1
krisis,-4
krista,-4
kritik,-5
kritikan,-5
kritis,-5
kroco,-4
kromatis,-3
kroni,1
kronis,-5
kronologi,-1
kuala,4
kualat,-4
kualifikasi,2
kualitas,4
kuasa,3
kuat,-1
kuat batin,3
kubang,-3
kubra,-3
kucar-kacir,-5
kucil,1
kucup,2
kucur,4
kudus,4
kufur,-5
kujarat,5
kukuh,-2
kukul,-3
kukur,-3
kulak,-3
kuliah,-1
kumandang,-3
kumat,-4
kumbang,-3
kumuh,-4
kunarpa,-4
kunci,3
kundangan,5
kungkungan,-3
kuning,-4
kunjungi,3
kuno,-5
kuntit,1
kunyah,3
kuota,-2
kupon,3
kurang,-3
kurang adat,-5
kurang ajar,-5
kurang darah,-4
kurang pikiran,-3
kurbal,-3
kurban,-3
kurung,-3
kurungan,-4
kurus,-3
kurusuhan,-4
kusa,3
kusuma,4
kusut,-4
kusut hati,-5
kusut pikiran,-4
kutil,-4
kutu busuk,-4
kutuk,-5
kutut,-3
kuwur,-4
kuy,1
kuyu,-5
kuyup,-3
kzl,-5
laba,4
labil,-4
labiovelar,4
laboratorium,-3
labrak,-4
labuda,-3
labuh,3
labuhan,3
lacur,-5
ladah,-5
ladang,-4
laden,3
lafal,-2
lagi,-3
lagian,-3
lagu,2
lahang,-3
lahir,3
lahir kembali,-3
laif,-5
laik,-5
lain,-4
lajat,-5
lajnah,3
lakeri,3
laknat,-5
lakon,-3
lalai,-4
lalat hijau,-5
lalat kerbau,-4
lali,-4
lalim,-5
lalu,3
lalu dr dunia,-5
laluan,-4
lam,3
lama,-4
lambang,-3
lambat,1
lambat-lambat,-4
lambuk,3
lambung,2
lampu,4
lancang,-5
lancang mulut,-4
lancar,2
lancarkan,3
lancip,-4
lancung,3
lancut,-4
landasan (pesawat udara),-4
langah,-3
langau,-4
langgam,2
langgan,2
langganan,4
langgeng,4
langis,-5
langka,-5
langkah,4
langkah baik,3
langkah kanan,3
langkan,-3
langkap,-3
langking,-4
langsai,-3
langsuir,-4
langsung,3
lanjur,-2
lanjut,-3
lanjut umur,-3
lanjut usia,-3
lanjutkan,1
lantaran,-4
lantik,3
lantip,3
lanyak,-3
lap,-5
lap kaki,-2
lapang,3
lapang hati,-1
lapangan,3
lapar,-5
laper,-3
lapisan,3
lapor,2
laporan,-5
laporin,-3
laporkan,2
lapuk,-5
lara,-5
larang,-3
larat,-3
larat hati,-3
lari,-2
lari-lari,-2
larut,-4
lasat,-5
lata,-5
laten,-5
latih,1
latih diri,4
latihan,-2
latisan,-4
lau,-2
laun,1
laur,-4
lawan,-3
lawas,-3
layak,-2
layanan,3
layon,-4
layu,-4
layuh,-3
ldr,-2
leave,-3
lebai,1
lebar mulut,-4
lebay,-4
lebih,1
lebih-lebih,4
lebu,-3
lebuk,3
lebun,3
lebur,-5
leburan,-3
lecap,-4
leceh,-5
lecet,-4
ledak,-4
ledekan,-5
ledes,-3
leduk,-4
legalisasi,-3
legalitas,-3
legawa,4
legit,4
lekap,-3
lekas,-1
lekat,-3
lektur,4
lekukan,-3
lela,-4
lelah,1
lelang,-2
lelap,-1
leleh,-2
lelembut,-4
leler,-4
lelucon,-4
lelung,-3
lemah,1
lemas,5
lemau,-4
lembaga,-3
lembam,-4
lembap,-4
lembek,1
lembeng,-4
lembik,5
lembu,-3
lembu hutan,-3
lembu liar,-3
lembuk,3
lembung,-3
lemes,-3
lemot,-5
lencana,-3
lendeh,-3
lengah,-4
lengang,-4
lengas,-4
lenggana,-4
lenggang,2
lengkap,-1
lengket,-2
lengket-lengket,-3
lengkur,-3
lenguh,-4
lentera,4
lenyap,-5
lenyap daratan,-4
lepas,-2
lepasan,-3
lepaskan,-2
lepek,-1
lepra,-5
lerak,-4
lesap,-3
lesit,-1
lestari,4
lesu,-4
leta,-5
letih,1
letup,-3
letus,-4
lever,-2
lewat,-3
lewat batas,-4
leyu,-4
lezat,5
liang,-3
liang jimak,-4
liang sanggama,-4
liat,1
libur,3
liburan,3
licin,2
lieur,-3
life,-2
lihai,-2
lihat,3
lila,4
lilit,-3
limbukan,3
limpah,1
lincah,1
lindap,-3
lindu,4
lindung,4
linggis,-4
lingkar,-3
lingkungan,3
lingkup,-5
lingsir,-3
linguis,-3
lini,4
lintar,-3
lintasan,-4
linuhung,3
lipat dua,-3
liplap,-3
liputan,3
lirih,-3
lisong,-3
lisut,-4
live,3
liwa,-3
loakan,-4
lock,-2
loksek,-4
loloh,-3
lolos,-4
lombong,-3
lompong,-4
londang,-3
loneng,-3
longgar,3
longgok,-3
longo,3
lopak,-4
lopak-lapik,-4
lorong,-4
lorot,-3
losmen,2
lost,-3
lot,-5
lotong,-4
lotre,-3
love,2
lovers,4
luak,-3
luang,-1
luas,3
lubang,-3
lubang jarum,-5
lubuk,-3
lucah,-5
luck,4
lucu,1
lucunya,-2
lucut,-3
luda,-3
ludes,-5
lugas,4
lugu,2
luk,3
luka,-5
lukis,2
lukisan,2
luluh,2
luluh lantak,-5
lulus,5
lumat,-4
lumayan,-1
lumer,-3
lumut,-3
lunak,5
lunas (kapal,-1
lunas kapal,2
luncas,-3
lunch,3
lungkang,-4
lungse,-4
luntur,-2
lupa,-2
lupa diri,-3
lupain,1
lupakan,1
luput,-3
lurus,4
lurus hati,2
lusuh,-5
lutu,-4
lutut,-2
luwes,-4
luyu,-1
maaf,-1
maafin,-3
maafkan,-3
maap,-3
maapin,-4
maapkan,-3
mabok,-4
mabrur,4
macem,-2
macis,-4
madani,-4
madat,-3
maen,3
mafhum,2
mafia,-5
mager,-4
maghrib,-2
maha,4
mahabah,4
mahal,1
mahdi,3
maherat,-4
mahfum,4
mahh,-3
mahir,3
mahkamah,-3
maho,-4
maimun,4
main kayu,-3
main mata,-5
main muda,-3
mainin,-2
mainstream,-3
mairat,-5
majenun,1
majikan,-3
majubersama,3
makan bawang,-5
makanan,3
makasih,4
makbul,3
makelar,-3
makhluk,3
makhluk halus,-4
maki,-5
makian,-5
makin,2
maklum,1
maklumat,-1
makmum,-3
makmur,4
makna,5
makruf,4
maksa,-5
maksimal,3
maksud,2
maksudnya,-1
mala,-5
malak,-4
malam,-1
malang,-5
malapateka,-3
malapetaka,-5
malas,-4
malayari,3
malem,-1
males,-4
malesin,-4
malim,3
malu,-2
malu mata,-4
mam,-5
mama,4
mamah,-4
mamak,2
mamam,-3
mamang,-4
mambang,-4
mampir,-1
mampu,-2
mampus,-5
man,-1
manah,-2
manasuka,-4
mancing,2
mandiri,-3
mandraguna,4
maneh,-3
manfaat,5
manfaatnya,3
mangau,-4
manggak,-5
manggala,3
mangkas,-2
mangkel,-4
mangkir,-3
mangut,-4
manifestasi,-3
manila,5
manipulator,-4
manis,3
manja,2
manjaan,-3
manjur,3
mansukh,-4
mantan,-3
mantannya,-3
mantap,5
manusia,3
manuver,-3
mapan,3
mara,-4
marah,-5
marahin,-4
margrit,3
mari,3
mariyuana,-3
martabat,5
maruk,-3
masa bodoh,-4
masa kini,3
masai,-4
masakan,3
masalah,-4
masif,-1
masjid,3
maskapai,3
maslahat,3
master,-1
masuk,-3
masygul,1
masyhur,-1
mata,-2
mata betung,-3
mata cahari,2
mata gawai,4
mata ikan,-4
mata pencaharian,2
mata-mata,-3
matahari,2
matanya,-2
mati,-1
mati pucuk,-5
matiin,-2
mau,4
maujud,2
maula,-4
maunya,-1
maut,4
mayat,-4
mayit,-4
mbeling,-2
mblo,-3
medali,4
medium,2
medok,-3
meh,-5
mekar,3
melabrak,-5
meladeni,-2
melafalkan,2
melahap,-5
melahirkan,3
melaknat,-5
melakoni,1
melakonkan,3
melaksanakan,-3
melalah,-4
melalak,-3
melalap,-4
melalui,3
melambungkan,2
melampas,4
melampau,-4
melancarkan,1
melandai,-3
melanggar,-5
melankoli,-5
melankolis,-2
melantak,-4
melantik,3
melantunkan,3
melanyak,1
melar,-2
melarang,-3
melarat,-4
melarikan,3
melarutkan,1
melatih diri,4
melawat,-4
melayang,-3
melayani,-2
melecehkan,-1
meledak,-4
meledos,3
meleja,-5
melekat,-4
melelah,-3
melelapkan,-3
melemah,-3
melembung,-3
melenceng,-3
melengkapi,3
melenyapkan,-5
melepas,-5
melepaskan,-5
melepek,-4
melesap,-3
meleset,-3
melesit,-1
melet,-3
meletakkan,4
meleting,-3
melewati,3
melibas,-4
melicinkan,2
meligih,-4
melihat,3
melilit,3
melindap,-3
melindur,-3
melingkupi,-3
melintang,-4
melintangi,3
melintas (rimba),3
melipur,1
meliputi,-3
melisankan,3
meloloh,-3
meloloskan,3
melongo,3
melontarkan,3
melorot,-3
meloya,-4
meluas,2
melubangi,-3
melukat,-4
melulu,-3
meluluhlantakkan,-4
meluluskan,3
melumangkan,-5
melumatkan,-4
melumur,-4
meluncurkan,3
melunyah,-3
melupai diri,-3
melupakanmu,-3
memaafkan,-3
memacak,-4
memadatkan,-3
memafhumi,3
memahami,3
memahirkan,3
memakan,-4
memaki,-5
memaklumi,1
memaku,-3
memalak,-4
memaling,-5
memalu,3
memamah,-4
memampat,-3
memanas-manasi,-3
memanaskan,-4
memandu,3
memang,2
memanggang,-4
memangku,-3
memangnya,-2
memanjang,3
memanjatkan doa,1
memantai,-3
memantak,-4
memantang,-4
memantapkan,-3
memapas,-5
memarahi,-5
memarak,-3
memarap,-3
memarkir,1
memartil,3
memasak,-3
memasuki,-1
mematuhi,4
mematung,-3
mematut-matut,-3
membabar,-1
membabat,-4
membabi buta,-4
membaca,4
membahagiakan,4
membahana,-3
membahas,1
membaik,-3
membajak,-5
membakar,-4
membalas,1
membalik belakang,-5
membandel,-5
membanding,-3
membandingkan,-3
membandungi,-1
membangunkan,-4
membanjiri,-3
membantai,-4
membantar,-4
membanting,-4
membara,-1
membasmi,-5
membatasi,-3
membawa berat,-3
membawang,-5
membawat,-5
membayangkan,2
membayankan,-4
membayar,-3
membeber,-4
membeda-bedakan,-3
membegal,-5
membekam,-4
membekap,-3
membekas,-3
membelai,-4
membeli,-1
membelot,-5
membembam,-4
membenang,4
membenarkan,3
membencanai,-4
membenci,-5
membendung,-3
membentak,-5
membentur,-3
memberangsangkan,-4
memberantas,-5
memberhentikan,-5
membersihkan,-5
membesar,-2
membeset,-4
membeslah,-4
membiak,-3
membiarkan,-3
membiasakan,2
membidikkan,-2
membimbingmu,3
membimbit,3
membinasakan,-5
membingkas,3
membingkis,4
membisu,-2
memble,-3
membobol,-5
membocorkan,-4
membohong,-4
membohongi,-3
membolos,-3
membonceng,-3
membongkar,-4
membopong,-3
membosankan,-3
membual,-4
membuang,-4
membuang nyawa,-5
membuat,1
membubuhkan,4
membuktikan,-4
membukukan,-5
membuncahkan,-4
membunyikan,1
memburu,-1
memburukkan,-5
memecah,-4
memecatkan,-5
memedi,-4
memegang,-4
memegang kitab,4
memegat,-3
memejahijaukan,-3
memejalkan,-3
memek,-5
memekik,-3
memeluk,3
memenangi,-5
memendam,4
memendek,-3
memenggal lidah,-5
mementingkan,4
memenuhi,-3
memergoki,-5
memerikan,3
memeriksa,-5
memerli,-5
memerusa,-4
memesonakan,4
memetuahkan,-3
memfasilitasi,2
memfatwakan,-3
memfitnah,-4
memidana,-3
memihak,-3
memihakkan,-4
memijak,-3
memikat,-2
memikirkan,-3
memikul,-5
memilin,-5
meminati,3
meminda,4
memindahkan,-4
meminta,1
memintasi,3
memipihkan,-3
memojokkan,-4
memolakan,4
memomokkan,-5
memorakporandakan,-3
memosisikan,-5
memotivasi,-4
memotong,-3
memperapikan,-2
memperbandingkan,-3
mempercantik,3
memperduakan,-3
memperelok,3
memperhitungkan,-2
memperindah,3
memperkacaukan,-4
memperkeruh,-4
memperkirakan,2
memperkuat,3
memperlihatkan,-3
mempermudah,-3
memperolahkan,-4
mempersakiti,-5
mempersiapkan,1
mempersoalkan,-4
mempersolek,3
mempertaruhkan,-3
mempertenggangkan,-3
mempertentangkan,1
mempertimbangkan,-3
memprediksi,2
mempromosikan,3
mempunyai,4
memuai,3
memuakkan,-5
memudahkan,2
memudar,2
memuji-muji,4
memukau,3
memukuli,-4
memuluskan,-2
memunculkan,3
memungut,-2
memupus,-5
memusnahkan,-5
memusuhi,-5
memvonis,-3
menabrak,-3
menabung,4
menadaburkan,-3
menafakurkan,-3
menafikan,-4
menafsirkan,2
menagak,-5
menagih,-3
menahan,-5
menahankan,-2
menahun,-5
menakali,-4
menakjubi,-1
menakjubkan,2
menaklukkan,-4
menaksir,2
menakutkan,-4
menamatkan riwayatnya,-3
menambah,3
menambak,-5
menambus,-4
menampak,-4
menampakkan,-4
menampakkan diri,-3
menampel,-3
menampik,-4
menancap,-4
menang,-1
menangap,-5
menanggang,-5
menanggapi,-2
menanggulangi,-5
menanggung,-2
menanggungkan,-5
menangis,-5
menangkal,-4
menangkap tangan,-5
menantang,-4
menarik hati,2
menarik napas penghabisan,-5
menaruh hati,3
menaruh syak,-3
menasihatkan,-3
menata,-2
menating,3
menayangkan,2
mencabarkan,-4
mencabau,-4
mencaci,-5
mencaci-maki,-5
mencagil,-4
mencagun,-3
mencair,-1
mencak,-5
mencak-mencak,-5
mencakar,-4
mencalit,-3
mencampurbaurkan,-4
mencamuk,-4
mencangkum,-3
mencaplok,-3
mencarak,-3
mencari,-3
mencari akal,3
mencari ilmu,4
mencari jalan,3
mencatut,-3
mencebikkan,1
mencebur,-5
mencecah,-3
mencecak,-3
mencederai,-4
mencegah,-5
mencegat,-3
mencekak,-4
mencekam,-4
mencekau,-2
mencekik,-4
mencekuh,-3
mencela,-5
mencelakai,-5
mencelampakkan,-3
menceluk,-3
mencemari,-4
mencemaskan,1
mencemat,-5
mencemooh,-5
mencemplung,-5
mencempung,-4
menceng,-4
mencengangkan,1
mencengkam,-4
mencengkau,-4
mencengkelong,-5
mencengkeram,-4
mencepung,-5
menceracau,-3
mencerat,-3
mencerca,-5
menceret,-5
menceritakan,3
mencerkau,-4
mencerna,3
mencerup,-3
mencetak,-5
mencibir,-5
mencibirkan,-5
mencicik,-5
mencilok,-3
mencinta,4
mencintai,3
mencintaimu,4
mencirit,-5
mencium,-3
mencium tanah,-5
mencium telapak kaki,1
menciut,-3
mencoblos,-3
mencocok,-3
mencolok,2
mencolong,-5
mencomot,-4
menconteng,-3
mencontengkan,-3
mencontoh,4
mencontohkan,4
mencopet,-5
mencoreng,-4
mencoret,-3
mencret,-4
mencuca,-5
mencucuk,-3
mencucut,-3
mencukupi,-3
mencungkil,-4
mencura,-5
mencurat,-1
mencuri,-5
mencurigai,1
mencuru,-3
mendahului,1
mendakwa,-4
mendamprat,-4
mendandankan,3
mendangkung,-3
mendapat,3
mendapati,-4
mendarat,-3
mendasar,-4
mendaulat,-5
mendebarkan,-4
mendedahkan,-4
mendekap,-3
mendemonstrasikan,-4
mendengu,-3
mendengung,-4
mendengungkan,3
menderaikan,3
menderita,-5
mendesak,-4
mendeteksi,3
mendiami,-3
mendiamkan,-3
mendidih,-3
mendidik,3
mendidis,-4
mendikte,3
mendindingi,-5
mending,-1
mendingan,-3
mendiskreditkan,-4
mendoa,1
mendompleng,-3
mendongkolkan,-5
mendorong,-4
menduga,2
mendung,-3
mendungas,-3
menduri,-4
mendusin,4
mendusta,-4
mendustai,-3
menebak,1
menebalkan,-3
menebarkan,3
menebat,-3
menebeng,-3
menebuk,-3
menegah,-5
menegangkan,-4
menegapkan,-3
menegarkan,2
meneguhkan,-3
meneguk,-3
menegur,-1
menekan,-3
menekankan,-3
menelaah,-3
meneladan,4
menelanjangi,-4
menelungkup,1
menelurkan,3
menelusuri,3
menembis,-5
menembok,-1
menembusi,3
menempati,-3
menempel,-3
menempuh (hidup),3
menemukan,2
menenangkan,3
menendang,-5
menenes,-2
menengahi,-5
menenggang,-3
menengkar,-5
menengking,-5
menentang,-5
menentu,3
menep,-3
menepis,-3
menerbankan,-4
menerima,3
menerima kenyataan,-4
menerjang,-3
menerjunkan,-5
menerka,2
menerpa,-3
menetap,3
menetapkan,-5
menetes,-3
mengabaikan,1
mengabar,-5
mengabdi,-3
mengabsorpsi,-3
mengabulkan,-3
mengacak,-4
mengacaukan,-4
mengada,-3
mengada-ada,-4
mengadang,-3
mengadili,-4
mengaduk,-4
mengadunkan,3
mengagak-agak,-3
mengagumkan,-1
mengaibkan,1
mengaji,4
mengakap,4
mengakar,5
mengalah,-2
mengalahkan,-4
mengalem,4
mengalihkan,-5
mengalirkan darah,4
mengalunkan,3
mengamalkan,-4
mengambang,-5
mengambil contoh,4
mengambil ibarat,4
mengamput,-3
mengamuk,-4
mengandung,-3
mengandut,-3
menganeksasi,-5
menganggap,3
menganggar,3
menganggur,-4
mengangkat-angkat,4
mengangsur,1
menganjurkan,-3
mengantara,-3
mengantarai,-3
mengantisipasi,2
mengantongi,-4
menganut,4
mengap,-3
mengapkir,-4
mengarah,-4
mengarahkan,3
mengarau,-4
mengaret,-3
mengarifi,3
mengarik,-3
mengartikan,1
mengasihani,4
mengasosiasikan,3
mengasuh,-2
mengata-ngatai,-5
mengatakan,3
mengaur,-3
mengawaki,5
mengawali,-3
mengawasi,-2
mengayun,-3
mengayunkan,-3
mengazab,-3
mengazabkan,-3
mengebiri,-3
mengebumikan,-3
mengecamkan,3
mengecat,4
mengecerkan,-2
mengecewakan,-3
mengecilkan,1
mengedrop,-4
mengedut,-5
mengeja,3
mengejar,-4
mengejawantah,-3
mengejek,-4
mengejikan,-3
mengejutkan,-3
mengekang,-4
mengekol,-3
mengelakkan,-4
mengelih,-4
mengelis,-3
mengeloskan,3
mengeluarkan darah,4
mengelukan,-2
mengembang,1
mengembat,-5
mengembus,-4
mengempang,-5
mengempaskan,-3
mengempis,-3
mengemu,-3
mengemukakan,-3
mengenal,1
mengenang,3
mengenangkan,-3
mengencang,-3
mengendur,-3
mengenjak,-3
mengentak,-3
mengentengkan,2
mengenyam,-2
mengerem,-2
mengeremus,-4
mengerik,-3
mengerinyau,-3
mengerjakan,-4
mengerkau,-4
mengernai,-4
mengeroyok,-3
mengerubungi,-2
mengerubuti,-4
mengeruh,-3
mengerut,-3
mengesahkan,-1
mengesak,-3
mengesampingkan,-4
mengesan,-3
mengesankan,4
mengesel,-5
mengesup,-3
mengetepikan,-4
mengetes,-3
mengetuk,3
menggabungkan,-3
menggadaikan,-3
menggaduhkan,-4
menggaet,-5
menggagalkan,-3
menggalakkan,-4
menggalakkan memanas-manasi,-3
menggali ilmu,4
menggali-gali,-4
menggambari,3
menggampangkan,-3
mengganas,-4
mengganas bercabul,-4
mengganjar,2
mengganjarkan,-3
mengganyang,-3
menggarangkan,-4
menggarit,-3
menggarong,-5
menggasak,-5
menggebos,-5
menggegerkan,1
menggelabu,-4
menggelabur,-5
menggelapkan,-4
menggelecik,-3
menggeleng,-3
menggelesot,-2
menggeletar,-4
menggeliat,-3
menggeligi,-4
menggeligis,-4
menggelikan,-3
menggelincir,-2
menggelingsir,-3
menggelinyau,-3
menggelisahi,-4
menggelogok,-3
menggelorakan,-4
menggelup,-4
menggema,-4
menggemari,3
menggemaskan,-5
menggemburkan melambuk,3
menggemparkan,2
menggempur,-4
menggemuruh,-4
menggentarkan,-4
menggeramus,-4
menggerebek,-3
menggerenyam,-3
menggeret,-3
menggerinjam,-4
menggiatkan,-4
menggigih,-4
menggigil,-4
menggigis,-4
menggila,-4
menggilas,-4
menggirangkan melegakan,4
menggodai,-3
menggondol,-5
menggores,-2
menggoyahkan menggerakkan,-4
menggoyang,-3
menggoyangkan,-4
menggugat,-4
mengguguk,-5
menggulung,-4
mengguncangkan,-4
menggunting,-3
menggunung,-3
menggusari,-3
menghabisi,-4
menghabiskan,-4
menghadiahi,1
menghajatkan,1
menghalai-balaikan,-4
menghalang,-4
menghambat,-3
menghamuni,-5
menghancurkan,-4
menghancurluluhkan,-4
menghanguskan,-3
menghantui,-4
menghapus,-4
mengharamkan,-3
mengharap,-3
menghardik,-5
mengharubirukan,-4
mengharukan,-4
menghasut,-4
menghebat,-4
menghebohkan,1
menghembalang,-3
menghempas,-4
menghempaskan,-4
mengheningkan,-3
menghentikan,-5
menghidangkan,2
menghidu,-1
menghikayatkan,3
menghilang,-3
menghimpunkan,3
menghina(kan) melanyak,-5
menghinakan,-1
menghinap-hinap,-3
menghindarkan,-4
menghinggapi,-3
menghinggut,-3
menghirup,-3
menghisap,-1
menghitamkan,-4
menghubungi,1
menghujat,-4
menghukum,1
menghukumkan,-3
menghulu,-3
menghuni,-3
menghunjam,-4
mengias,-4
mengibai,4
mengidamkan,-2
mengikhtisarkan,-3
mengikuti,3
mengiler,3
mengimbangi,-4
mengimbas,3
mengimbasi,3
mengimbuhi,3
mengimbuhkan,4
mengimla,1
menginapkan (jenazah),-3
mengingat-ingat,2
mengingatkan,3
menginginkan,4
mengingkari,-4
mengingsar,-3
mengingsut,-3
menginjak,-3
menginjeksi,-3
menginsafi,3
menginsinuasi,-4
menginterprestasikan,1
menginterupsi,-5
mengipasi,3
mengira-ngira,3
mengirap,-3
mengirat,-3
mengirik,-3
mengirikan,-4
mengiris,-4
mengisbatkan,-3
mengisi,2
mengisruhkan,-4
mengistimewakan,-3
mengizinkan,3
mengkaji,-5
mengkal,-4
mengkhianat,-4
mengkhianati,-5
mengobarkan,-4
mengogah,-3
mengoleng,-3
mengoles,4
mengolet,-3
mengompori,-4
mengonarkan,-4
mengonfirmasi,-4
mengononkan,3
mengonslah,-5
mengonsumsi,-4
mengontak,1
mengonyok,-3
mengorak senyum,2
mengorek,-4
mengorek-ngorek,-4
mengorok,-3
mengorup,-5
mengotori,-5
mengoyak,-4
mengoyak-oyak,-4
mengoyok,-4
menguar,-3
menguatkan,-3
mengubrakan,-3
mengubur,-3
menguburkan,-3
mengucapkan,3
mengucil,1
mengucup,2
mengucur,-3
mengudak,-4
menguit,-4
menguji,-5
mengukuhkan,-3
mengumaikan,3
mengumandang,-4
mengumbar,-3
mengumpat,-4
mengumpul,-3
mengumpulkan,3
mengumumkan,3
mengungkapkan,-4
menguntir,4
menguntiti,1
mengunyah,-4
mengusai,-2
mengusap,-4
mengusili,1
mengusir,-4
mengutarakan,3
mengutil,-4
mengutuk,-5
menguyuh,-3
meni,2
menidurkan,-4
menikah,2
menikam,-4
menikmati,-3
menilai,-4
menilap,-4
menimang-nimang,-3
menimangkan,-3
menimba,4
menimba ilmu,4
menimbang,-3
menimbang-nimbang,-3
menimpa,-3
menimpuk,-5
menindas,-5
meninggal,-4
meninggalkan,-4
meninggi,-2
meningkah,-5
meninju,-3
menipis,-3
menipu,-3
menir,-4
meniru,4
menista,-4
menistakan,-1
meniti,2
menitis,-3
menjadi-jadi,1
menjaga,-3
menjahatkan,-4
menjahili,1
menjalani,3
menjalari,-3
menjambret,-5
menjamin,-5
menjapit,-4
menjarah,-4
menjarak,-3
menjaraki,-3
menjatuhkan,-4
menjauh,-3
menjauhkan,-4
menjebol,-3
menjeburkan,-5
menjejak,-4
menjejaki,-4
menjejali,1
menjelajah,3
menjelajahi,3
menjelang,3
menjelek-jelekkan,-4
menjelma,-3
menjemukan,-3
menjenguk,-4
menjepit leher,-4
menjeramah,-4
menjerit,-3
menjerkah,-5
menjijikkan,-5
menjilat,-3
menjilat-jilat,-2
menjiplak,-3
menjodohkan,-3
menjolok,-3
menjotos,-3
menjual,-5
menjunam,-4
menodai,-5
menokok,3
menolak,-4
menoleransi,-3
menolok,-3
menolong,4
menongkat,4
menongkrong,-3
menongkrongi,-3
menonjok,-3
menonjolkan,-3
menorehkan,1
mentab,2
mentang,-3
mentang-mentang,-4
mentok,-5
mentolo,-2
mentransformasikan,-5
menuba,-5
menubruk,-3
menugaskan,-1
menuguri,-3
menuju,-4
menukar,1
menukik,-4
menular,-4
menumang,-4
menumbuk,1
menumpang,-3
menumpang tinggal,-3
menumpas,-5
menumpuk,-3
menundukkan,-4
menung,-1
menunggangkan,-1
menunggu,-3
menunggui,-3
menunggunya,-2
menunjang,-3
menunjukkan,-3
menuntun,3
menuntut,-3
menuntut ilmu,4
menunukan,-4
menurun,-3
menurunkan,-5
menurut,4
menusuk,-4
menusuk-nusuk,-4
menutup,-3
menutup mulut,-2
menuturkan,3
menyabak,-5
menyabet,-5
menyabot,-3
menyabung,-3
menyabung (nyawa),-3
menyadari,2
menyadau,-3
menyadran,-4
menyagang,-3
menyakar,-5
menyakatkan,-4
menyakiti,-5
menyakitkan,-4
menyaksikan,1
menyalak,-3
menyalakan,-4
menyamakan,-3
menyaman,-4
menyampah,-4
menyampaikan,3
menyampingkan,-4
menyampuk,-3
menyandar,4
menyandingkan,-2
menyanggah,-4
menyanggupi,-5
menyangkak,-5
menyangkak hati,-4
menyanjung,4
menyanjung-sanjung,2
menyantak,-3
menyantap,-4
menyanyi,4
menyanyikan,3
menyapih,4
menyapu-nyapu,-4
menyatroni,-5
menyatu,-4
menyatukan,-3
menyawar,-5
menyayang,4
menyayangi,4
menyayat,-4
menyayat hati,-4
menyayung,-4
menyebelah,-3
menyebelahkan,-5
menyeberang,-3
menyeberangi,3
