word,weight
segeh,3
segenap,2
segi,-4
segitu,-3
segitunya,-3
sehat,3
seia,3
seibu,3
seindah,3
sejadah,3
sejati,3
sejenak,1
sekadar,-3
sekah,3
sekali,-1
sekali-kali,3
sekar,5
sekata,3
sekedup,-3
seko,-3
sekolah,3
sekongkol,-4
sekongkolan,-4
sekop,-3
seksi,-3
seksologis,-2
seksualitas,-5
sekurang-kurangnya,-3
sekutu,-3
seladang,-3
selagi,-2
selamat,5
selamatan,4
selap,-3
selaras,3
selawat,3
selayaknya,3
selebaran,-3
seleder,-5
selekeh,-5
selektif,-3
selempang,-5
selenggara,3
selengkapnya,1
selera,3
selerang,-5
selesa,3
selesai,-2
selesma,-3
seleweng,-5
selfie,2
selia,-4
selidik,-1
selingkuh,-5
selingkuhan,-5
selir,-4
selisih,-4
selit-belit,-3
selokan,-4
seloroh,3
selubung,-5
seluk beluk,-4
seluk-beluk,-4
selulur,-2
seluruhnya,-3
selusur,-3
semak hati,-5
semak-semak,3
semakin,2
seman,-5
semangat,3
semangatin,-1
semaput,-4
semarak,3
semata-mata,-2
semau,-3
semayam,-3
sembah,-2
sembahyang,5
sembahyangan,4
sembam,-4
sembarang,-4
sembarangan,-4
sember,-4
sembir,4
semboyan,2
sembrono,-5
sembuh,4
sembul,-2
sembunyi-sembunyi,-4
sembur,-2
semburan,-4
semena,-3
semena-mena,-5
semenggah,-5
sementara,-4
sementung,-5
semerbak,2
semok,-4
sempelah,-4
sempena hati,4
sempit,-4
semprot,-5
semprotan,-5
sempuras,-3
semrawut,-5
semringah,4
semu,3
semua,-3
semuanya,-3
senang,1
senat,-3
sendal,-3
sendiri,-3
sendirian,-3
sendu,-2
seneng,4
senengnya,-1
senewen,-4
sengaja,-2
sengal,-4
senging,-5
sengsara,-5
seni,-3
senior,-3
senjang,-3
senonoh,-5
sensasi,-5
sensi,-4
sensibel,2
sensitif,1
sentakan,-5
senteng,-5
sentilan,-5
sentimen,-3
sentong,-3
sentosa,5
sentuh,-1
sentuh asa,-1
sentuk,-4
senyampang,-4
senyap,-3
senyum,1
senyuman,4
senyumin,3
senyumnya,3
senyur,-4
sepada,3
sepak,-3
sepakat,4
sepantar,1
sepantasnya,2
separuh,-3
sepatu,3
sepatutnya,2
sepenuhnya,-3
seperti,-1
sepertinya,-2
sepi,-3
sepihak,-3
sepit,-3
sepuh,-2
serabutan,-5
seraga,-3
seragam,1
serah,-1
serak,-4
serakan,-3
seram,-4
serampangan,-5
serampu,-3
seranah,-3
serang,-4
serangan,-3
serawak,-3
seraya,4
serbasama,3
serbaserbi,3
serem,-5
seremeh,3
serempak,3
serenging,-5
serengit,-4
serentak,3
serep,2
serik,-3
serindai,-5
sering,3
seringing,-4
serius,-5
sero,3
serobot,-3
serong,-4
serpihan,-4
serta,2
serta-merta,3
serunda,2
serundai,2
serupa,-3
serutu,-3
servis,3
sesaji,4
sesak,-3
sesal,-3
sesalan,-4
sesambat,2
sesat,-4
sesat akal,-2
sesat pusat,-4
sesuai,3
sesungguhnya,4
setan,-4
setara,2
setek,-4
setengah,-3
seteru,-4
setia,-4
setimbang,-3
setimpal,-3
setip,-3
setir,1
setuju,1
setujuan,4
sewajarnya,2
sewal,-5
sewenang-wenang,-5
sewot,-4
shabu-shabu,-3
shalat,4
sharing,3
shiawase,2
sholat,5
show,2
shy,-3
si dia,-3
si fulan,-3
si polan,-3
sia,-5
sia-sia,-4
sial,-5
sialan,-5
sian,-3
siap,1
siapa,-1
siapanya,-2
siaran,-3
sibuk,1
sidang,-2
sidik midik,-3
sifer,-3
sigap,1
sigar,-3
signifikansi,-2
sihh,-2
sikap,2
sikit,-3
siklon,-4
siksa,-5
siksaan,-5
sila,-3
silah,3
silahkan,3
silakan,1
silam,-4
silang,-4
silang pendapat,3
silang selisih,-3
silang sengketa,-4
silap,-4
silap mata,-5
silaturahim,4
silir-semilir,2
silu,-5
siluman,-5
simak,-2
simbah,-3
simbok,2
simetris,3
simpan,-3
simpang,-4
simpang-siur,-4
simpat,4
simpatik,-2
simpatisan,3
simpel,3
simple,3
simpleks,3
simplistis,3
simpul,3
sin,-1
sindir,-3
sindiran,-3
sing,5
singgah,-2
singgung,-4
singkat,-3
singkat akal,-3
singkil,-4
singkir,-5
single,3
singsing,3
sinkron,1
sinkronisasi,3
sintal,3
sintetis,3
sinting,-5
sinuhun,4
siph,2
sipongang,-3
sirap hati,-1
siratan,-3
sirik,-5
sirkuler,-3
sirna,-4
sisa,-4
sisih,-2
sistem,-4
sistematik,-3
sistematis,-3
siswa,3
sitoplasma,-5
siuman,3
sivilisasi,-3
size,1
sketsa,2
skors,-3
slebor,-5
slip,-5
slow,1
smartphone,1
smga,1
smpai,1
snapback,2
soak,-5
soal,-1
soal jawab,-3
soalnya,-1
sob,2
sobek,-3
sodok,-3
soe,-5
sogok,-4
sogokan,-4
sohib,3
sohor,3
sokong,3
solah,4
solat,1
soleha,3
solek,-4
solo,2
solokan,-4
solusi,3
solusinya,3
sombong,-3
someng,-4
somplak,-4
soms,-4
songsong,-2
sontak,-4
sorak,-3
sorang,-2
sorangan,-3
sorongan,4
sorry,-4
sosi,-5
sosial,4
sosialistis,3
sosialita,5
sotau,-4
sotoy,-4
spam,-3
sparing,3
special,4
spektakel,-3
spesial,4
spesialis,4
spesialisasi,3
spesifikasi,3
spion,-3
sponsor,2
spontan,3
sporadis,2
sportif,3
sput,2
sreg,2
sregep,4
stabil,3
stabilitas,4
stagnan,-2
stagnasi,-5
stalk,-4
stalking,-4
stamina,3
standar,-2
standardisasi,2
statis,1
statistik,1
stok,-3
stori,-5
streng,1
stres,-4
stress,-5
struktur,3
studi,4
stupa,4
suak,-2
suam-suam kuku,4
suap,-2
suapan,4
suara,1
suara halus,4
suari,-3
suasana,4
suasana (hati),1
suasana hati,1
subang,-1
sublim,3
substansi,1
substansial,1
subur,2
subversif,-4
suci,3
sudah,1
sudahlah,-3
sudi,-1
sudu,-3
sugesti,-1
suguh,2
suguhan,4
suka,2
suka cita,3
suka hati,-3
suka mengganggu,-4
suka-suka,3
sukacita,2
sukarela,2
sukaria,-3
sukat,3
sukatan,-5
sukses,3
sulalah,-3
sulfur,-3
sumarah,-4
sumbang,-4
sumbat,-3
sumbing,-4
sumbu,2
sumpah serapah,-5
sumpal,-3
sumpek,-4
sumpit,-3
sumringah,4
sun,-3
sunam,-3
sunan,4
sundal bolong,-5
sunduk,-3
sundut,-3
sungguh,3
sungguh-sungguh,2
sungguhpun,-3
sungkan,-4
sungkap,-3
sungkawa,-3
suni,-4
suntuk,1
sunu,-2
sunyi,-2
supaya,-3
super,1
superior,4
suplai,-1
suplemen,5
suporter,3
support,4
surah,-4
suram,-5
surat takdir,-1
surat tanah,3
suratan takdir,-1
surau,2
suri,-1
surih,-3
suruh,-2
surup,-5
surut,-4
susah,-3
susah hati,-2
susahnya,-3
susila,-2
suspend,-3
susu,-4
susuh,-4
susuk,-1
susup,-2
susur tangan,-3
susut,-1
sutradara,-3
suudzon,-4
suvenir,4
swagriya,2
sweet,3
syahwat,-2
syair,-3
syak,-3
syarikat,3
syedi,-4
syedih,-5
syg,3
syukur,5
syukuri,3
syur,-3
ta,-3
taat,2
tabah,5
tabah hati,5
tabe,3
tablig,1
tabrak,-3
tabung,3
tabung bambu,3
taburan,-3
tae,-4
tafsir,2
tagar,-3
tagih,-3
tagut,-4
tahan,-1
tahan lama,1
tahan lasak,4
tahi,-5
tahi angin,-4
tahu aturan,4
tai,-5
taik,-5
tais,-3
tajak,-3
tajali,3
tajam,2
tajam mata,1
tajam otak,4
tajam pikiran,4
taji,-4
tak bernyawa,-5
tak segan,1
takar,3
takaran,-5
takda,-2
takjub,3
takrif,3
taksir,2
taksiran,5
takul,-3
takut,-5
takyin,3
takzim,3
talak,-3
talas,-3
talen,2
talenan,-5
talenta,4
tali jantung,-3
talun,-3
taman,1
tamat,-1
tamat riwayat,-3
tamat riwayatnya,-3
tambah,3
tambahan,5
tambak,-3
tambat hati,-2
tambatan hati,-2
tambeng,-5
tambun,-3
tampak,-2
tamparan,-3
tampik,-4
tampil,-2
tampilan,1
tampuk,-3
tanah tandus,-3
tanda,-2
tanda jasa,4
tanda mata,2
tanda-tanda,4
tandang,-1
tandanya,-2
tanding,2
tanduk,-2
tangan,1
tangan panas,-4
tanganan,3
tanggal,-4
tanggap,3
tanggapan,3
tangguh,3
tanggul,-3
tanggulang,2
tanggung,-2
tanggungan,-3
tangis,-5
tangisan,-5
tangkap,-3
tangkap basah,-3
tangkap tangan,-4
tangkapan,-3
tangkas,-2
tangkis,-3
tangkisan,3
tangkul,3
tangsel,3
tantang,-4
tanur,-4
tanya jawab,3
tapa,2
tapa-tapa,-3
tapak kaki,-3
tara,2
taraf,1
tarak,-3
tarekat,-2
tari,1
tarik,2
tarik hati,2
tarik napas habis,-5
taruh,4
taruh hati,3
taruhan,3
tarung,-3
tasamuh,5
tata,1
tata tertib,3
tatah-tatah,-5
tatak,-4
tatap,1
tau,-4
tauk,-3
taun,-5
taut,-2
tauu,-3
tawakal,3
tawar,-4
tawarikh,3
tawon,-3
tayang,3
tayib,1
tayibah,1
tbc,-3
team,1
tebak,1
tebal hati,-5
tebal telinga,-2
tebaran,-3
tebat,-3
tedak,-4
tedas,3
tega,-5
tegal,-4
tegang,4
teganya,-4
tegap,3
tegar,-2
teguh batin,3
teguh hati,3
teguk,2
tegun,-3
tegur,-1
tegur ajar,-5
teh,1
teja,4
tekad,1
tekak,-5
tekan,-2
tekan mental,-4
tekanan,-3
tekanan jiwa,4
tekek,-3
teknik,-4
teks,-3
tekuk lutut,-3
tekun,4
tela,3
teladan,1
telak,-3
telan,-5
telantar,-4
telat,-5
telaten,4
teledor,-5
telerang,-3
teles,-4
telik,-2
telimpuh,-3
telinga merah,-3
teliti waskita,-3
telungkup,1
tembak,-5
tembak-menembak,-5
tembakau,-3
tembam,-4
tembelang,-5
tembis,-3
tembok,-1
tembus,3
temenan,-2
temenin,-3
temennya,1
tempat,-3
tempelak,-5
tempik,-4
tempo,-3
tempo-tempo,3
tempoh,3
temporer,-4
temu,2
tenaga,3
tenaga kerja,3
tenang,4
tendang,-3
tendas,-4
tendensi,-3
tengah,2
tengak,-4
tenggak,-3
tenggalam,-3
tenggan,-3
tenggang,-3
tenggang rasa,5
tenggarang,-4
tenggelem,-3
tengkar,-4
tengking,-5
tengkingan,-5
tengkoh,-3
tengku,-4
tengkulak,-5
tengkuluk,3
tengkurap,2
tensi,-4
tentang,-1
tentu,-3
teologis,-4
teoretis,3
tepa salira,5
tepat guna,4
tepercaya,3
tepergok,-5
teperlus,-4
tepi,-4
tepian mata,-3
tepu,-3
terabai,-3
teraduk,-3
teragung,-4
terajam,-4
terajang,-3
terala,3
terali,-4
teralienasi,-3
terambau,-5
terampil,1
terang,-1
terang akal,-1
teranggar-anggar,3
teraniaya,-4
teranyar,4
terasing,-5
teraso,4
teratas,3
terawat,5
terbaik,5
terbakar,-4
terbalik akal,-1
terban,-4
terbang arwah,-4
terbang pikiran,-4
terbangai,-3
terbangun,3
terbanting,-2
terbaring,2
terbaru,4
terbatas,3
terbayan,3
terbayang,3
terbayang-bayang,3
terbelakang,-3
terbelenggu,3
terbenam,-5
terbentur,-4
terberak,-5
terbesit,-2
terbiar,-3
terbiasa,3
terbit selera,3
terbongkar,-3
terbuang,-2
terbuka (mata),-3
terbuka mata,4
terbukti,3
terbuni,-5
terburu,-3
tercampak,-5
tercantol,-3
tercapai,3
tercebur,-5
tercecer,-3
tercekluk,-3
tercela,-4
tercelampak,-5
tercemas,-3
tercemplung,-3
tercengang,-1
tercengang-cengang,-3
tercengung,-3
tercerai,-3
tercermin,3
tercinta,4
terdaftar,1
terdahulu,4
terdampar,-5
terdamping,1
terdedah,-3
terdekat,1
terderita,-4
terdesak,-4
terekspos,-4
terempas,-5
terencana,2
tergamak,-4
tergambar,-1
terganjal,-4
tergantung,3
tergelak,4
tergelecik,-4
tergeleng-geleng,1
tergeliat,-3
tergelicik,-3
tergelincir,-2
tergelingsir,-3
tergeluncur,-3
tergemap,-3
tergila-gila,3
tergolong,-3
terguling,-3
tergulir,-3
terguncang,-3
terhambat,-4
terhempas,-5
terhenti,-3
terhina direndahkan,-3
terhindar,-4
terhunjam,-3
teriak,-2
teriakan,-4
terikat,3
terima,2
terima kasih,5
terimakasih,5
terimaksih,4
terindah,5
teriris,-5
terisolasi,-3
terjadi,3
terjadinya,3
terjaga,2
terjajah,3
terjamin,5
terjang,-3
terjeblos,-3
terjemahan,3
terjengkang,-5
terjepit,-4
terjerembab,-2
terjerohok,-4
terjerumus,-4
terjumpa,-4
terjun,-2
terjungkal,-4
terka,2
terkadang,3
terkadang-kadang,3
terkait,-3
terkam,-4
terkapah-kapah,1
terkejar,-5
terkelik,-3
terkemuka,5
terkenal,5
terkencar-kencar,-4
terkesima,3
terkikis,-3
terkilan,3
terkilir,-3
terkini,3
terkocok,-3
terkoneksi,3
terkuak,-5
terkutuk,-5
terlalah,-5
terlalaikan,-3
terlalu,-3
terlampau,-5
terlangah,-3
terlanggar,-4
terlangkaui,-5
terlanjur,-2
terlengar,-4
terlepas,-5
terlewat,-2
terlibat,3
terlindung,4
terluang,-1
terluka,-5
terlulur,-3
termasuk,-3
termasyhur,4
terminal,-3
terminasi,-3
termuat,-3
termulia,3
ternoda,-5
teror,-5
terowongan,-4
terpa,-4
terpacak,-3
terpacul,-4
terpaksa,-4
terpaku,-3
terpalit-palit,-3
terpana,-1
terpancang,-3
terpangah,-4
terpaut,-4
terpegah,5
terpelajar,4
terpelanting,-3
terpelecok,-3
terpelekok,-3
terpeleset,-4
terpelihara,4
terpencil,-5
terpendam,-5
terpengaruh,-4
terperanjat,-3
terperengah,-2
terperenyak,-4
terperinci,3
terperosok,-5
terperuk,-4
terpesona,3
terpisah,-5
terpojok,-4
terpotong,-3
terpuji,4
terpukau,1
terpukul,-3
terpulang,-3
terpuruk,-4
terror,-5
tersadar,3
tersaji,4
tersaku,-3
tersampai,2
tersampuk,-4
tersangkut,-3
tersantet,-3
tersapu,-3
tersara bara,-5
tersayat,-5
tersedia,4
tersekat,-5
terselak,-3
terselenggaranya,3
terselip,-3
terselubung,-5
terselulur,-2
terselusur,-3
tersem-bunyi,5
tersendat,4
tersengal-sengal,-1
tersengut-sengut,-5
tersentuh,-2
tersentuh (perasaan),-1
tersenyum,4
terserah,-3
terserak,-3
terseret,-3
tersia-sia,-3
tersiar,-3
tersiksa,-5
tersila,-3
tersimbah,-5
tersinggung,-5
tersingkap,-3
tersingkir,-5
tersirah,-5
tersirap hatinya,-2
tersirep,-3
tersisih,-5
tersohor,4
tersuguh,2
tersumbat,-5
tersungging,5
tersungkap,-3
tersuntuk,-4
tersuruk,-5
tersusul,-3
tertabrak,-4
tertanam,-5
tertancap,-3
tertangguh,-3
tertanggung,-4
tertangkap basah,-3
tertangkap tangan,-4
tertarik,2
tertata,-1
tertawa,5
tertawa kecil,4
tertawan,-3
tertegak,-4
tertegun,-3
tertenung,-3
tertib,2
tertindas,-5
tertinggal,-3
tertinggi,3
tertubruk,-4
tertuju,-3
tertulang,-3
tertular,-4
tertumbuk,-4
tertumbuk akal,-5
tertunda,-3
tertutup,-5
terudak,-3
terulur lidah,-5
terungkap,-3
terurus,4
terus-menerus,4
terutama,4
terzalimi,-5
tesis,-3
testimoni,3
tetap,3
tetap hati,2
tetas,-4
tetek,-4
tetes,-3
tetesan darah,-3
tetiba,-3
tetua,-2
tewas,-4
thank,4
thanks,3
tiada,-4
tiang pancang,3
tiara,3
tidak,-3
tidak bekerja,-4
tidak keruan,-3
tidak masuk akal,-4
tiduran,-2
tidurin,-2
tikai,-4
tikar,3
tike,-3
tilam,-4
tilap,-4
tilas,-3
tim,-4
timah panas,-3
timang,-1
timba ilmu,4
timbal,-2
timbalan,2
timbangan,-5
timbul,-3
timbun,-2
timburu,-5
timpa,-3
timpal,2
timpang,-4
timpuk,-5
tindakan,3
tindas,-5
tindih,-4
tindik,-3
tingau,-4
tinggal,-2
tinggalan,4
tinggalkan,-3
tinggi,1
tinggikan,-2
tingkah,-5
tingkah laku,1
tingkat,1
tingkeb,-3
tinja,-5
tinju,-5
tip,1
tipeks,-3
tips,4
tipu muslihat,-5
tiri,-2
tiris,3
tiruan,3
titi,-1
titian,-4
titik,-3
titik berat,-3
titip api,2
titis,-3
titisan darah,-3
tiup,-3
tiup-tiup,-3
tkde,-1
tlg,3
tobak,-3
tobat,-2
toboh,-4
tokcer,4
tokok,3
tolak,-4
tolakan,4
tolol,-5
tolong,1
tongkeng,5
tongkrong,1
tongong,-3
tonjok,-5
tonton,-4
top,5
topan,-3
topek,-4
topo,-5
toreh,1
tosan aji,-4
tq,4
tradisional,-5
tragedi,-5
traktat,3
transaksi,4
transendental,3
transparan,3
transparansi,2
trauma,-1
traumatis,-4
travesti,-5
trayek,-4
trek,-3
tren,-2
trendi,3
trengginas,5
tresna,1
trima,1
trimakasih,4
trims,4
tt,-2
tua,-4
tua bangka,-3
tuah,-2
tuak,-3
tuas,-3
tubruk,-3
tubuh,-4
tugal,-4
tugas,-1
tuhan,3
tuhkan,-4
tuhmah,-3
tuil,-3
tuju,-1
tukang,-2
tukar,-2
tukar akal,1
tukar cincin,3
tukar pikir,3
tukar pikiran,3
tukas,-5
tulah,-3
tulang,-2
tulang punggung,-3
tular,-4
tulen,3
tuli,-3
tulup,-3
tulus,4
tulus hati,3
tulus ikhlas,5
tumandang,-2
tumbang,-4
tumbang vertikal,-3
tumben,-2
tumbuk,-3
tumor,-4
tumpah hati,-3
tumpahan hati,-3
tumpang tinggal,-3
tumpas,-4
tumpasan,-5
tumpat,-4
tumpu,-2
tumpuan,-1
tumpuk,-4
tumpul,-3
tumpul otak,-3
tumpur,-5
tun,-4
tunai,3
tunang,3
tunas,1
tunasusila,-5
tunduk,-4
tunggak,3
tunggakan,-4
tunggang,-1
tunggang gunung,-4
tunggu,-1
tunggu dunia,2
tunggul,-3
tungkak,4
tungku,-4
tunjang,3
tunjangan,-3
tunjuk perasaan,-3
tuntas,2
tuntun,1
tuntunan,-3
tuntut,-3
tuntut ilmu,4
tupai,-5
turun,-2
turunan,-2
turut,-3
tusuk,-4
tutuk,3
tutup,-2
tutup mulut,-2
tutur,-1
tutur kata,-4
tuyul,-4
typo,-2
typonya,-3
ua,-4
uang lelah,2
uang pecah,-4
uang rokok,2
uang sogok,-3
uar,-3
uar-uar,-3
ubah akal,-2
ubah ingat,-3
uber,-3
ucap,-2
ucek,-3
uci-uci,-4
udahan,-4
udara,-4
udeh,-3
udi,-5
ugahari,3
ugal-ugalan,1
ugh,-4
ujar,-4
uji,1
ujian,1
ujung,-3
ujung tangan,-4
ukir,-5
ukur,3
ulah,-3
ulam-ulam,-5
ulama,3
ulasan,3
ulasan pers,-3
uler,-3
uluran,3
uluran tangan,4
umat,3
umbar,-3
umbul-umbul,-3
umi,4
umpan,-3
umpat,-4
umpatan,-4
umum,1
umur,2
unam,-3
unda,3
undang,2
undangan,1
undian,-5
unek-unek,2
unfollow,-2
unggulan,5
unit,-4
unjuk,-3
unjuk rasa,-3
unmood,-3
unting,-5
untung,2
upa,2
upa-,4
upah,-2
upaya,-3
ura-ura,4
uraian,3
uras,-3
urgen,-4
uring-uringan,-5
urit,-3
urita,-3
urun,-4
urung,-5
urut-urutan,-4
usah,-5
usaha,-3
usai,1
usak,-3
usang,-5
usik,1
usikan,-4
usil,-3
usir,-4
usrek,-5
ustadz,3
ustazah,3
usul,-1
utang,-4
utas,4
utopia,2
uyuh,-3
vagina,-4
vak,3
vakansi,3
vakum,-3
validitas,-3
vampir,-5
varia,3
varian,-1
ventura,3
verbal,1
vibrasi,-3
vila,3
visi,2
vista,3
vital,-4
vitalitas,3
vote,1
voucher,3
vulgar,-3
wabah,-5
wacana,-3
wadak,3
waduk,-3
wafat,-4
wagu,4
waham,-3
wahyu,4
wajar,-2
wajib,-2
walang hati,-5
walau,-3
wan,-4
wangi,4
wangsit,-3
wantah,3
wara,-3
wara-wara,-3
waras,-1
waris,1
warisan,3
warita,-4
warok,3
warta,-3
wasiat,4
wasit,-3
waswas,-3
watak,3
watu,-3
wawa,-3
wawancara,3
wedel,2
wedus,-3
week,-4
wejang,-3
wejangan,-3
wekel,4
welas,1
welcome,4
wewenang,2
why,-2
widita,4
widyaiswara,3
wiladah,3
wimana,-4
wirid,4
wisma,3
wkwkwk,3
wreda,-4
wujud,2
xx,-1
ya,4
yaaaa,1
yaahh,-3
yahhh,-3
yahud,4
yakali,-3
yakin,3
yalord,-2
yampun,-3
yamtuan,4
yang,-5
yank,2
yaoi,-5
yasalamualaika,3
yauda,-4
yaudah,-3
yaudahlah,-3
yaudh,-3
yelah,-3
yes,3
yg dipertuan,1
yg tuan,-3
yodah,-2
yoga,1
yuk,4
yukk,4
yunior,-4
yuuk,4
yuwaraja,-4
zaim,3
zakar,-3
zakelek,4
zakiah,4
zalim,-5
zat pemabuk,-3
zero,-3
ziarah,-4
zikir,4
zuhud,1
acuh,-1
agresi,-3
ajaib,3
akal,2
alarm,-3
alibi,-2
alien,-2
aman,2
ambivalen,-2
amus,2
anarkis,-2
aneh,-2
anggun,3
angkuh,-3
angr,-4
anomali,-2
antagoni,-2
anti-sosial,-2
argh,-2
arogan,-3
asap,-3
asing,-2
atrofi,-2
auster,-2
aversi,-3
ayam,-2
badut,-2
bail,-2
bajingan,-2
ban,-2
banjir,-2
barbari,-3
batu,-2
baut,-2
bawah,-2
belahan,4
bendahara,1
beradab,-2
beradaptasi,2
berani,3
berapi-api,-2
berbaring,-4
berbau,-3
berbuih,-2
bercinta,-3
berdetak,-1
berduri,-2
bergembira,1
bergerak,-2
berhenti,-2
berisiko,-2
berjanji,2
berjuang,-3
berjudi,-2
berkeliaran,-2
berkubang,-2
berlebihan,-2
berlumpur,-2
bermain,2
bermegah,-2
bernyawa,-2
berpendapat,-2
bersaing,1
bersantai,3
bersenjata,-2
bersih,2
bersukacita,4
bersumpah,-2
berturut-turut,1
berubah-ubah,-2
berutang,-2
biaya,-2
bingung,-2
blok,-2
blunder,-2
bodoh,-2
bom,-2
brillian,2
bulu,-2
bundaran,-2
bunga,2
buritan,-2
buronan,-2
calamit,-4
cambuk,-2
cawe-cawe,-2
cekcok,-2
cekikikan,3
celakalah,-3
cerah,2
cerdas,2
corong,1
daging,-2
dakwaan,-2
dara,-2
debit,-2
debitur,-2
degrad,-3
demam,-2
denting,-2
detasemen,-2
determina,1
deviasi,-2
dibatalkan,-2
dibebaskan,-2
dibenarkan,3
dicemburui,-3
diculik,4
dicuri,-2
didukung,2
digas,-2
dihapus,-1
dihargai,2
dihindari,-2
diinginkan,4
dijelaskan,-2
dikagumi,4
dikenakan,-2
diktator,-2
dilanda,-2
dilihatnya,-2
dimainkan,1
dimanjakan,3
dinamis,2
dinamisme,2
dinyalakan,-3
dipecat,-3
dipercaya,-2
diperdebatkan,-2
diperparah,-3
dipertanyakan,-2
dipikirkan,-2
dipotong,-2
dipukuli,-1
diragukan,-2
dirampas,-2
dirugikan,-3
disayangkan,-2
diskriminasi,-3
ditentukan,1
divisi,1
dodol,-2
duniawi,-2
egotis,-3
eksak,-2
eksentrik,-2
eksentrisitas,-2
eliminasi,-2
emosional,-2
empedu,-2
endapan,-2
erosi,-2
esoteris,-2
excel,3
exit,-2
fanatik,-2
fantastis,3
fasis,-2
favoritisme,-2
flashdisk,1
fraktur,-2
gagalnya,-3
gangguan,-2
ganteng,2
gay,-2
gedebuk,-2
gejala,-2
gelandangan,-2
gemetaran,-2
gencarnya,-2
genero,2
genting,-2
gerilya,-2
gesit,2
getah,-2
glamor,2
glori,2
grand,2
grr,-3
gulma,-2
gunanya,-2
haha,2
hak,2
halangan,-2
halus,2
hancur,-1
haram,-4
harapan,2
harmoni,2
harmonik,1
haus,-2
hebat,4
hehe,2
hero,3
hesita,-1
hey,2
hiu,-2
hoho,3
homo,-3
hormat,3
humor,3
idioc,-3
ignor,-3
ilegal,-2
ilegalitas,-2
imajinatif,2
iman,2
imobilitas,-2
impersonal,-1
indeks,-2
inefisiensi,-2
inflasi,-2
inkonsisten,-2
insentif,1
intelek,1
intolleran,-3
intrusi,-2
invigor,2
irasional,-3
irk,-2
ironi,-2
ironis,-2
isolat,-2
jaminan,1
jeda,-2
jenis,2
jinak,2
julukan,-2
junk,-2
jurang,-2
kacau,-2
kaku,-2
kanibal,-2
kanker,-4
kasar,-2
kaya,1
keadaan,-2
keangkuhan,-2
kebanggaan,2
kebanting,-4
kebenaran,2
kebencian,-4
keberatan,-2
keberhasilan,3
kebersamaan,3
kebisingan,-1
kebocoran,-2
kebuntuan,-2
kecurigaan,-2
kedok,-2
kedutan,-1
keengganan,-2
kegagalan,-2
kegelapan,-1
kegemukan,-2
kegoyangan,-2
kehancuran,-2
kehinaan,-4
keindahan,3
kejahatan,-2
kejang,-2
kejatuhan,-2
kejujuran,2
kekakuan,1
kekanak-kanakan,-2
kekasih,3
kekejaman,-3
kekeringan,-2
kelalaian,-2
kelangkaan,-2
kelaparan,-2
keledai,-2
kelumpuhan,-2
kelupaan,-2
kemacetan,-2
kemahalan,-2
kemalasan,-2
kemarahan,-3
kembali,-2
kemenangan,3
kemiskinan,-2
kemuliaan,2
kemunafikan,-2
kenakalan,-2
kendala,-2
kepalsuan,-2
keparahan,-2
kepercayaan,2
kepura-puraan,-2
kerahasiaan,-1
keramahan,2
keras,-3
keren,2
kerusakan,-1
kesakitan,-4
kesan,1
kesanggupan,1
kesembronoan,-3
keserakahan,-3
keseriusan,-2
kesia-siaan,-2
kesiapan,1
kesombongan,-2
kesukaan,3
ketangguhan,1
ketegangan,-3
ketenaran,1
keterbatasan,-2
keterbelakangan,-2
ketidakbenaran,-2
ketidakmampuan,-2
ketidaknyamanan,-2
ketidakpedulian,-2
ketidakpercayaan,-2
ketidakpuasan,-2
ketidaksamaan,-2
ketidaksenangan,-3
ketidakstabilan,-2
ketidaktaatan,-2
ketidaktelitian,-2
ketidaktepatan,-2
ketidaktertarikan,-2
keunggulan,3
kewajiban,1
kezaliman,-3
khusus,2
kikuk,-2
klik,-2
knalpot,-2
koar,-3
kolusi,-2
kombatan,-2
komit,1
kompatible,3
konflik,-2
konspirasi,-2
konspirator,-2
konsumtif,-2
kontaminan,-2
korosi,-2
korosif,-2
kram,-2
kresek,1
kritikus,-2
kuburan,-3
kuman,-2
kurangi,-2
kusam,-2
kutukan,-2
laksamana,1
lamban,-2
lampiran,1
ledakan,-2
lega,2
lemak,-2
lembut,3
lendir,-2
liar,-2
licik,-3
likuidasi,-2
limbah,-2
linglung,-2
lintas,-2
logis,-2
lol,2
lolol,2
lucki,3
lucks,3
lumpuh,-3
lumrah,1
mabuk,-3
malaikat,2
maniak,-3
manipulasi,-2
manisnya,3
manusiawi,3
marjinal,-2
martir,-2
masochis,-3
megah,2
melalaikan,-3
melanda,-2
melawan,-3
melelahkan,-2
melemahkan,-2
melempem,-2
melengking,-2
melengserkan,-2
melepuh,-2
melibatkan,-2
melikuidasi,-2
melimpah,2
melimpahi,-2
melodramatis,-2
melucu,2
melucuti,-2
melukai,-2
melumpuhkan,-2
melumuri,-2
meluncur,1
memabukkan,-2
memadai,2
memadamkan,-2
memainkan,2
memaksa,-2
memaksakan,-2
memanjakan,2
memar,-2
memasang,1
mematikan,-2
membahayakan,-2
membantah,-2
membantu,2
membatalkan,-2
membengkokkan,-2
memberikan,1
memberkati,2
membingungkan,-2
membisingkan,-2
membunuh,-4
membusuk,-2
membutuhkan,-2
memecahkan,1
memenangkan,1
memenjarakan,-2
meminta-minta,-2
memisahkan,-2
memohon,-2
memperbudak,-3
memperingati,-2
memperingatkan,-2
memperkosa,-4
memperlambat,-2
mempermalukan,-3
mempersulit,-2
